ProteinID_x,Description,SignalP,Cwpred,TMHMM,DeepLocPro,ProteinID_clean,ProteinID_y,Pfam,SignalP_score,Cwpred_score,TMHMM_score,DeepLoc_score,Pfam_score,raw_sum,available_max,score100
WP_001831663.1 MULTISPECIES_ ECF transporter S component _Staphylococcus_,ECF transporter S component ,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane,WP_001831663.1,WP_001831663.1,PF09819,0,3,0,8,0,11,100,11
"WP_001831680.1 MULTISPECIES_ 1,4-dihydroxy-2-naphthoate polyprenyltransferase _Staphylococcus_","1,4-dihydroxy-2-naphthoate polyprenyltransferase ",OTHER,Transmembrane protein,PredHel=9,Cytoplasmic Membrane,WP_001831680.1,WP_001831680.1,PF01040,0,3,0,8,0,11,100,11
WP_001831717.1 MULTISPECIES_ ABC transporter permease _Staphylococcus_,ABC transporter permease ,OTHER,Transmembrane protein,PredHel=6,Cytoplasmic Membrane,WP_001831717.1,WP_001831717.1,PF00528,0,3,0,8,0,11,100,11
WP_001831738.1 MULTISPECIES_ cytochrome aa3 quinol oxidase subunit III _Staphylococcus_,cytochrome aa3 quinol oxidase subunit III ,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane,WP_001831738.1,WP_001831738.1,PF00510,0,3,0,8,0,11,100,11
WP_001831769.1 MULTISPECIES_ ABC transporter permease _Staphylococcus_,ABC transporter permease ,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane,WP_001831769.1,WP_001831769.1,PF12704;PF02687,0,3,0,8,0,11,100,11
WP_001831775.1 MULTISPECIES_ DUF3147 family protein _Staphylococcus_,DUF3147 family protein ,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane,WP_001831775.1,WP_001831775.1,PF11345,0,3,0,8,0,11,100,11
WP_001831810.1 MULTISPECIES_ DUF3147 family protein _Staphylococcus_,DUF3147 family protein ,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane,WP_001831810.1,WP_001831810.1,PF11345,0,3,0,8,0,11,100,11
WP_001831846.1 MULTISPECIES_ accessory Sec system protein translocase subunit SecY2 _Staphylococcus_,accessory Sec system protein translocase subunit SecY2 ,OTHER,Transmembrane protein,PredHel=10,Cytoplasmic Membrane,WP_001831846.1,WP_001831846.1,PF00344,0,3,0,8,0,11,100,11
WP_001831910.1 MULTISPECIES_ methionine ABC transporter permease _Staphylococcus_,methionine ABC transporter permease ,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane,WP_001831910.1,WP_001831910.1,PF00528,0,3,0,8,0,11,100,11
WP_001831915.1 MULTISPECIES_ Na__H_ antiporter family protein _Staphylococcus_,Na__H_ antiporter family protein ,OTHER,Transmembrane protein,PredHel=12,Cytoplasmic Membrane,WP_001831915.1,WP_001831915.1,PF13726;PF03553,0,3,0,8,0,11,100,11
WP_001831939.1 MULTISPECIES_ DUF368 domain-containing protein _Staphylococcus_,DUF368 domain-containing protein ,OTHER,Transmembrane protein,PredHel=8,Cytoplasmic Membrane,WP_001831939.1,WP_001831939.1,PF04018,0,3,0,8,0,11,100,11
WP_001831940.1 MULTISPECIES_ Na__H_ antiporter Mnh1 subunit F _Staphylococcus_,Na__H_ antiporter Mnh1 subunit F ,OTHER,Transmembrane protein,PredHel=3,Cytoplasmic Membrane,WP_001831940.1,WP_001831940.1,PF04066,0,3,0,8,0,11,100,11
WP_001831949.1 MULTISPECIES_ Na__H_ antiporter Mnh1 subunit C _Staphylococcus_,Na__H_ antiporter Mnh1 subunit C ,OTHER,Transmembrane protein,PredHel=3,Cytoplasmic Membrane,WP_001831949.1,WP_001831949.1,PF00420,0,3,0,8,0,11,100,11
WP_001831999.1 MULTISPECIES_ Na__H_ antiporter Mnh1 subunit B _Staphylococcus_,Na__H_ antiporter Mnh1 subunit B ,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane,WP_001831999.1,WP_001831999.1,PF04039,0,3,0,8,0,11,100,11
WP_001832013.1 MULTISPECIES_ MFS transporter _Staphylococcus_,MFS transporter ,OTHER,Transmembrane protein,PredHel=12,Cytoplasmic Membrane,WP_001832013.1,WP_001832013.1,PF07690,0,3,0,8,0,11,100,11
WP_001832022.1 MULTISPECIES_ ABC transporter permease VraG _Staphylococcus_,ABC transporter permease VraG ,OTHER,Transmembrane protein,PredHel=10,Cytoplasmic Membrane,WP_001832022.1,WP_001832022.1,PF02687,0,3,0,8,0,11,100,11
WP_001832028.1 MULTISPECIES_ DUF456 domain-containing protein _Staphylococcus_,DUF456 domain-containing protein ,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane,WP_001832028.1,WP_001832028.1,PF04306,0,3,0,8,0,11,100,11
WP_001832031.1 MULTISPECIES_ Na__H_ antiporter Mnh2 subunit F _Bacilli_,Na__H_ antiporter Mnh2 subunit F ,OTHER,Transmembrane protein,PredHel=3,Cytoplasmic Membrane,WP_001832031.1,WP_001832031.1,PF04066,0,3,0,8,0,11,100,11
WP_001832039.1 MULTISPECIES_ threonine_serine exporter family protein _Bacteria_,threonine_serine exporter family protein ,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane,WP_001832039.1,WP_001832039.1,PF06738,0,3,0,8,0,11,100,11
WP_001832042.1 MULTISPECIES_ metal ABC transporter permease _Staphylococcus_,metal ABC transporter permease ,OTHER,Transmembrane protein,PredHel=8,Cytoplasmic Membrane,WP_001832042.1,WP_001832042.1,PF00950,0,3,0,8,0,11,100,11
WP_001832056.1 MULTISPECIES_ DUF1129 family protein _Staphylococcus_,DUF1129 family protein ,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane,WP_001832056.1,WP_001832056.1,PF06570,0,3,0,8,0,11,100,11
WP_001832057.1 MULTISPECIES_ Na__H_ antiporter Mnh2 subunit C _Bacillota_,Na__H_ antiporter Mnh2 subunit C ,OTHER,Transmembrane protein,PredHel=3,Cytoplasmic Membrane,WP_001832057.1,WP_001832057.1,PF00420,0,3,0,8,0,11,100,11
WP_001832082.1 MULTISPECIES_ undecaprenyl-diphosphate phosphatase _Staphylococcus_,undecaprenyl-diphosphate phosphatase ,OTHER,Transmembrane protein,PredHel=8,Cytoplasmic Membrane,WP_001832082.1,WP_001832082.1,PF02673,0,3,0,8,0,11,100,11
WP_001832093.1 MULTISPECIES_ sugar efflux transporter _Staphylococcus_,sugar efflux transporter ,OTHER,Transmembrane protein,PredHel=12,Cytoplasmic Membrane,WP_001832093.1,WP_001832093.1,PF07690,0,3,0,8,0,11,100,11
WP_001832096.1 MULTISPECIES_ M50 family metallopeptidase _Staphylococcus_,M50 family metallopeptidase ,OTHER,Transmembrane protein,PredHel=6,Cytoplasmic Membrane,WP_001832096.1,WP_001832096.1,PF13398,0,3,0,8,0,11,100,11
WP_001832105.1 MULTISPECIES_ Na__H_ antiporter Mnh2 subunit B _Staphylococcus_,Na__H_ antiporter Mnh2 subunit B ,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane,WP_001832105.1,WP_001832105.1,PF04039,0,3,0,8,0,11,100,11
WP_001832125.1 MULTISPECIES_ DMT family transporter _Staphylococcus_,DMT family transporter ,OTHER,Transmembrane protein,PredHel=10,Cytoplasmic Membrane,WP_001832125.1,WP_001832125.1,PF04657;PF04657,0,3,0,8,0,11,100,11
WP_001832133.1 MULTISPECIES_ threonine_serine exporter family protein _Bacteria_,threonine_serine exporter family protein ,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane,WP_001832133.1,WP_001832133.1,PF12821,0,3,0,8,0,11,100,11
WP_001832181.1 MULTISPECIES_ inorganic phosphate transporter _Staphylococcus_,inorganic phosphate transporter ,OTHER,Transmembrane protein,PredHel=6,Cytoplasmic Membrane,WP_001832181.1,WP_001832181.1,PF01384;PF01384,0,3,0,8,0,11,100,11
WP_001832269.1 MULTISPECIES_ NupC_NupG family nucleoside CNT transporter _Staphylococcus_,NupC_NupG family nucleoside CNT transporter ,OTHER,Transmembrane protein,PredHel=10,Cytoplasmic Membrane,WP_001832269.1,WP_001832269.1,PF07670;PF01773;PF07662,0,3,0,8,0,11,100,11
WP_001832326.1 MULTISPECIES_ PTS sugar transporter subunit IIC _Staphylococcus_,PTS sugar transporter subunit IIC ,OTHER,Transmembrane protein,PredHel=9,Cytoplasmic Membrane,WP_001832326.1,WP_001832326.1,PF13303,0,3,0,8,0,11,100,11
WP_001832356.1 MULTISPECIES_ ferrous iron transport protein B _Staphylococcus_,ferrous iron transport protein B ,OTHER,Transmembrane protein,PredHel=8,Cytoplasmic Membrane,WP_001832356.1,WP_001832356.1,PF07670;PF07670;PF17910;PF02421;PF07664,0,3,0,8,0,11,100,11
WP_001832365.1 MULTISPECIES_ heavy metal translocating P-type ATPase _Staphylococcus_,heavy metal translocating P-type ATPase ,OTHER,Transmembrane protein,PredHel=7,Cytoplasmic Membrane,WP_001832365.1,WP_001832365.1,PF00122;PF00403;PF00403;PF00702,0,3,0,8,0,11,100,11
WP_001832405.1 MULTISPECIES_ urea transporter _Staphylococcus_,urea transporter ,OTHER,Transmembrane protein,PredHel=8,Cytoplasmic Membrane,WP_001832405.1,WP_001832405.1,PF03253,0,3,0,8,0,11,100,11
WP_001832423.1 MULTISPECIES_ biotin transporter BioY _Staphylococcus_,biotin transporter BioY ,OTHER,Transmembrane protein,PredHel=6,Cytoplasmic Membrane,WP_001832423.1,WP_001832423.1,PF02632,0,3,0,8,0,11,100,11
WP_001832516.1 MULTISPECIES_ Na__H_ antiporter subunit A _Staphylococcus_,Na__H_ antiporter subunit A ,OTHER,Transmembrane protein,PredHel=21,Cytoplasmic Membrane,WP_001832516.1,WP_001832516.1,PF00662;PF00361;PF13244;PF20501,0,3,0,8,0,11,100,11
WP_001832602.1 MULTISPECIES_ DUF4260 domain-containing protein _Staphylococcus_,DUF4260 domain-containing protein ,OTHER,Transmembrane protein,PredHel=2,Cytoplasmic Membrane,WP_001832602.1,WP_001832602.1,PF14079,0,3,0,8,0,11,100,11
WP_001832607.1 MULTISPECIES_ peptide MFS transporter _Staphylococcus_,peptide MFS transporter ,OTHER,Transmembrane protein,PredHel=13,Cytoplasmic Membrane,WP_001832607.1,WP_001832607.1,PF00854,0,3,0,8,0,11,100,11
WP_001832636.1 MULTISPECIES_ Na__H_ antiporter NhaC _Staphylococcus_,Na__H_ antiporter NhaC ,OTHER,Transmembrane protein,PredHel=10,Cytoplasmic Membrane,WP_001832636.1,WP_001832636.1,PF03553,0,3,0,8,0,11,100,11
WP_001832647.1 MULTISPECIES_ AI-2E family transporter _Staphylococcus_,AI-2E family transporter ,OTHER,Transmembrane protein,PredHel=8,Cytoplasmic Membrane,WP_001832647.1,WP_001832647.1,PF01594,0,3,0,8,0,11,100,11
WP_001832690.1 MULTISPECIES_ A24 family peptidase _Staphylococcus_,A24 family peptidase ,OTHER,Transmembrane protein,PredHel=6,Cytoplasmic Membrane,WP_001832690.1,WP_001832690.1,PF06750;PF01478,0,3,0,8,0,11,100,11
WP_001832714.1 MULTISPECIES_ cytochrome c biogenesis protein _Staphylococcus_,cytochrome c biogenesis protein ,OTHER,Transmembrane protein,PredHel=8,Cytoplasmic Membrane,WP_001832714.1,WP_001832714.1,PF01578,0,3,0,8,0,11,100,11
WP_001832732.1 MULTISPECIES_ FecCD family ABC transporter permease _Staphylococcus_,FecCD family ABC transporter permease ,OTHER,Transmembrane protein,PredHel=9,Cytoplasmic Membrane,WP_001832732.1,WP_001832732.1,PF01032,0,3,0,8,0,11,100,11
WP_001832877.1 MULTISPECIES_ magnesium_cobalt transporter CorA _Staphylococcus_,magnesium_cobalt transporter CorA ,OTHER,Transmembrane protein,PredHel=2,Cytoplasmic Membrane,WP_001832877.1,WP_001832877.1,PF01544,0,3,0,8,0,11,100,11
WP_001832886.1 MULTISPECIES_ YdcF family protein _Staphylococcus_,YdcF family protein ,OTHER,Transmembrane protein,PredHel=6,Cytoplasmic Membrane,WP_001832886.1,WP_001832886.1,PF02698,0,3,0,8,0,11,100,11
WP_001832918.1 MULTISPECIES_ DHA2 family efflux MFS transporter permease subunit _Staphylococcus_,DHA2 family efflux MFS transporter permease subunit ,OTHER,Transmembrane protein,PredHel=15,Cytoplasmic Membrane,WP_001832918.1,WP_001832918.1,PF07690,0,3,0,8,0,11,100,11
WP_001833065.1 MULTISPECIES_ acyltransferase family protein _Staphylococcus_,acyltransferase family protein ,OTHER,Transmembrane protein,PredHel=10,Cytoplasmic Membrane,WP_001833065.1,WP_001833065.1,PF01757,0,3,0,8,0,11,100,11
WP_001833075.1 MULTISPECIES_ cytochrome ubiquinol oxidase subunit I _Staphylococcus_,cytochrome ubiquinol oxidase subunit I ,OTHER,Transmembrane protein,PredHel=9,Cytoplasmic Membrane,WP_001833075.1,WP_001833075.1,PF01654,0,3,0,8,0,11,100,11
WP_002437234.1 MULTISPECIES_ DUF3169 family protein _Staphylococcus_,DUF3169 family protein ,OTHER,Transmembrane protein,PredHel=6,Cytoplasmic Membrane,WP_002437234.1,WP_002437234.1,PF11368,0,3,0,8,0,11,100,11
WP_002437239.1 MULTISPECIES_ ABC-2 transporter permease _Staphylococcus_,ABC-2 transporter permease ,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane,WP_002437239.1,WP_002437239.1,PF13346,0,3,0,8,0,11,100,11
WP_002437268.1 MULTISPECIES_ FtsX-like permease family protein _Staphylococcus_,FtsX-like permease family protein ,OTHER,Transmembrane protein,PredHel=10,Cytoplasmic Membrane,WP_002437268.1,WP_002437268.1,PF02687,0,3,0,8,0,11,100,11
WP_002437279.1 MULTISPECIES_ YIP1 family protein _Staphylococcus_,YIP1 family protein ,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane,WP_002437279.1,WP_002437279.1,PF04893,0,3,0,8,0,11,100,11
WP_002437281.1 MULTISPECIES_ helix-turn-helix transcriptional regulator _Staphylococcus_,helix-turn-helix transcriptional regulator ,OTHER,Transmembrane protein,PredHel=3,Cytoplasmic Membrane,WP_002437281.1,WP_002437281.1,PF01381,0,3,0,8,0,11,100,11
WP_002437317.1 MULTISPECIES_ AzlD domain-containing protein _Staphylococcus_,AzlD domain-containing protein ,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane,WP_002437317.1,WP_002437317.1,PF05437,0,3,0,8,0,11,100,11
WP_002437601.1 MULTISPECIES_ heavy metal translocating P-type ATPase _Staphylococcus_,heavy metal translocating P-type ATPase ,OTHER,Transmembrane protein,PredHel=8,Cytoplasmic Membrane,WP_002437601.1,WP_002437601.1,PF00702;PF00122,0,3,0,8,0,11,100,11
WP_002437672.1 MULTISPECIES_ sensor histidine kinase _Staphylococcus_,sensor histidine kinase ,OTHER,Transmembrane protein,PredHel=2,Cytoplasmic Membrane,WP_002437672.1,WP_002437672.1,PF06580;PF02518,0,3,0,8,0,11,100,11
WP_002437889.1 MULTISPECIES_ MFS transporter _Staphylococcus_,MFS transporter ,OTHER,Transmembrane protein,PredHel=12,Cytoplasmic Membrane,WP_002437889.1,WP_002437889.1,PF07690,0,3,0,8,0,11,100,11
WP_002438249.1 MULTISPECIES_ antiholin-like protein LrgB _Staphylococcus_,antiholin-like protein LrgB ,OTHER,Transmembrane protein,PredHel=6,Cytoplasmic Membrane,WP_002438249.1,WP_002438249.1,PF04172,0,3,0,8,0,11,100,11
WP_002438258.1 MULTISPECIES_ MFS transporter _Staphylococcus_,MFS transporter ,OTHER,Transmembrane protein,PredHel=14,Cytoplasmic Membrane,WP_002438258.1,WP_002438258.1,PF07690,0,3,0,8,0,11,100,11
WP_002438299.1 MULTISPECIES_ formate_nitrite transporter family protein _Staphylococcus_,formate_nitrite transporter family protein ,OTHER,Transmembrane protein,PredHel=6,Cytoplasmic Membrane,WP_002438299.1,WP_002438299.1,PF01226,0,3,0,8,0,11,100,11
WP_002438321.1 MULTISPECIES_ respiratory nitrate reductase subunit gamma _Staphylococcus_,respiratory nitrate reductase subunit gamma ,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane,WP_002438321.1,WP_002438321.1,PF02665,0,3,0,8,0,11,100,11
WP_002438349.1 MULTISPECIES_ magnesium transporter CorA family protein _Staphylococcus_,magnesium transporter CorA family protein ,OTHER,Transmembrane protein,PredHel=2,Cytoplasmic Membrane,WP_002438349.1,WP_002438349.1,PF01544,0,3,0,8,0,11,100,11
WP_002438504.1 MULTISPECIES_ molybdate ABC transporter permease subunit _Staphylococcus_,molybdate ABC transporter permease subunit ,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane,WP_002438504.1,WP_002438504.1,PF00528,0,3,0,8,0,11,100,11
WP_002438524.1 MULTISPECIES_ MFS transporter _Staphylococcus_,MFS transporter ,OTHER,Transmembrane protein,PredHel=12,Cytoplasmic Membrane,WP_002438524.1,WP_002438524.1,PF07690,0,3,0,8,0,11,100,11
WP_002438805.1 MULTISPECIES_ DUF4040 family protein _Staphylococcus_,DUF4040 family protein ,OTHER,Transmembrane protein,PredHel=21,Cytoplasmic Membrane,WP_002438805.1,WP_002438805.1,PF00361;PF20501;PF13244;PF00662,0,3,0,8,0,11,100,11
WP_002438866.1 MULTISPECIES_ DUF1361 domain-containing protein _Staphylococcus_,DUF1361 domain-containing protein ,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane,WP_002438866.1,WP_002438866.1,PF07099,0,3,0,8,0,11,100,11
WP_002438903.1 MULTISPECIES_ iron chelate uptake ABC transporter family permease subunit _Staphylococcus_,iron chelate uptake ABC transporter family permease subunit ,OTHER,Transmembrane protein,PredHel=9,Cytoplasmic Membrane,WP_002438903.1,WP_002438903.1,PF01032,0,3,0,8,0,11,100,11
WP_002438954.1 MULTISPECIES_ YagU family protein _Staphylococcus_,YagU family protein ,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane,WP_002438954.1,WP_002438954.1,PF07274,0,3,0,8,0,11,100,11
WP_002439653.1 MULTISPECIES_ glycerol-3-phosphate 1-O-acyltransferase PlsY _Staphylococcus_,glycerol-3-phosphate 1-O-acyltransferase PlsY ,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane,WP_002439653.1,WP_002439653.1,PF02660,0,3,0,8,0,11,100,11
WP_002455948.1 MULTISPECIES_ sulfite exporter TauE_SafE family protein _Staphylococcus_,sulfite exporter TauE_SafE family protein ,OTHER,Transmembrane protein,PredHel=8,Cytoplasmic Membrane,WP_002455948.1,WP_002455948.1,PF01925,0,3,0,8,0,11,100,11
WP_002455949.1 MULTISPECIES_ arsenite efflux transporter membrane subunit ArsB _Staphylococcus_,arsenite efflux transporter membrane subunit ArsB ,OTHER,Transmembrane protein,PredHel=11,Cytoplasmic Membrane,WP_002455949.1,WP_002455949.1,PF02040,0,3,0,8,0,11,100,11
WP_002455961.1 MULTISPECIES_ hexose-6-phosphate_phosphate antiporter _Staphylococcus_,hexose-6-phosphate_phosphate antiporter ,OTHER,Transmembrane protein,PredHel=12,Cytoplasmic Membrane,WP_002455961.1,WP_002455961.1,PF07690,0,3,0,8,0,11,100,11
WP_002456051.1 MULTISPECIES_ GtrA family protein _Staphylococcus_,GtrA family protein ,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane,WP_002456051.1,WP_002456051.1,PF04138,0,3,0,8,0,11,100,11
WP_002456063.1 MULTISPECIES_ sucrose-specific PTS transporter subunit IIBC _Staphylococcus_,sucrose-specific PTS transporter subunit IIBC ,OTHER,Transmembrane protein,PredHel=8,Cytoplasmic Membrane,WP_002456063.1,WP_002456063.1,PF02378;PF00367,0,3,0,8,0,11,100,11
WP_002456133.1 MULTISPECIES_ PTS fructose transporter subunit IIABC _Bacillales_,PTS fructose transporter subunit IIABC ,OTHER,Transmembrane protein,PredHel=9,Cytoplasmic Membrane,WP_002456133.1,WP_002456133.1,PF02378;PF00359;PF02302,0,3,0,8,0,11,100,11
WP_002456211.1 MULTISPECIES_ amino acid permease _Staphylococcus_,amino acid permease ,OTHER,Transmembrane protein,PredHel=11,Cytoplasmic Membrane,WP_002456211.1,WP_002456211.1,PF00324,0,3,0,8,0,11,100,11
WP_002456313.1 MULTISPECIES_ ABC transporter permease _Staphylococcus_,ABC transporter permease ,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane,WP_002456313.1,WP_002456313.1,PF00528,0,3,0,8,0,11,100,11
WP_002456317.1 MULTISPECIES_ MDR family MFS transporter _Staphylococcus_,MDR family MFS transporter ,OTHER,Transmembrane protein,PredHel=14,Cytoplasmic Membrane,WP_002456317.1,WP_002456317.1,PF07690,0,3,0,8,0,11,100,11
WP_002456610.1 MULTISPECIES_ Nramp family divalent metal transporter _Staphylococcus_,Nramp family divalent metal transporter ,OTHER,Transmembrane protein,PredHel=10,Cytoplasmic Membrane,WP_002456610.1,WP_002456610.1,PF01566,0,3,0,8,0,11,100,11
WP_002456621.1 MULTISPECIES_ fatty acid desaturase _Staphylococcus_,fatty acid desaturase ,OTHER,Transmembrane protein,PredHel=2,Cytoplasmic Membrane,WP_002456621.1,WP_002456621.1,PF00487,0,3,0,8,0,11,100,11
WP_002456656.1 MULTISPECIES_ ABC transporter permease _Staphylococcus_,ABC transporter permease ,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane,WP_002456656.1,WP_002456656.1,PF00528,0,3,0,8,0,11,100,11
WP_002456957.1 MULTISPECIES_ YisL family protein _Staphylococcus_,YisL family protein ,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane,WP_002456957.1,WP_002456957.1,PF07457,0,3,0,8,0,11,100,11
WP_002456964.1 MULTISPECIES_ amino acid permease _Staphylococcus_,amino acid permease ,OTHER,Transmembrane protein,PredHel=11,Cytoplasmic Membrane,WP_002456964.1,WP_002456964.1,PF00324,0,3,0,8,0,11,100,11
WP_002456989.1 MULTISPECIES_ energy-coupling factor transporter transmembrane component T family protein _Staphylococcus_,energy-coupling factor transporter transmembrane component T family protein ,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane,WP_002456989.1,WP_002456989.1,PF02361,0,3,0,8,0,11,100,11
WP_002457073.1 MULTISPECIES_ phenol-soluble modulin export ABC transporter permease subunit PmtB _Staphylococcus_,phenol-soluble modulin export ABC transporter permease subunit PmtB ,OTHER,Transmembrane protein,PredHel=6,Cytoplasmic Membrane,WP_002457073.1,WP_002457073.1,PF13346,0,3,0,8,0,11,100,11
WP_002457091.1 MULTISPECIES_ FUSC family protein _Staphylococcus_,FUSC family protein ,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane,WP_002457091.1,WP_002457091.1,PF06081,0,3,0,8,0,11,100,11
WP_002457103.1 MULTISPECIES_ polysaccharide biosynthesis protein _Staphylococcus_,polysaccharide biosynthesis protein ,OTHER,Transmembrane protein,PredHel=14,Cytoplasmic Membrane,WP_002457103.1,WP_002457103.1,PF14667;PF01943,0,3,0,8,0,11,100,11
WP_002458084.1 MULTISPECIES_ EamA family transporter RarD _Staphylococcus_,EamA family transporter RarD ,OTHER,Transmembrane protein,PredHel=10,Cytoplasmic Membrane,WP_002458084.1,WP_002458084.1,PF00892;PF00892,0,3,0,8,0,11,100,11
