ProteinID,SignalP,Cwpred,TMHMM,DeepLocPro
WP_002469322.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002469323.1 MULTISPECIES_ MurR_RpiR family transcriptional regulator _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002469351.1 MULTISPECIES_ MDR family MFS transporter _Staphylococcus_,OTHER,Transmembrane protein,PredHel=14,Cytoplasmic Membrane
WP_002469355.1 MULTISPECIES_ 50S ribosomal protein L13 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Extracellular
WP_002469356.1 MULTISPECIES_ energy-coupling factor transporter ATPase _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic Membrane
WP_002469371.1 MULTISPECIES_ carbon-nitrogen family hydrolase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002469373.1 MULTISPECIES_ 2-oxoacid_acceptor oxidoreductase subunit alpha _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002469377.1 MULTISPECIES_ ABC transporter permease _Staphylococcus_,OTHER,Transmembrane protein,PredHel=6,Cytoplasmic Membrane
WP_002469379.1 MULTISPECIES_ orotidine-5_-phosphate decarboxylase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002469436.1 MULTISPECIES_ phosphatase PAP2 family protein _Staphylococcus_,SP,Transmembrane protein,PredHel=6,Cytoplasmic Membrane
WP_002469500.1 MULTISPECIES_ HAD-IA family hydrolase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002469511.1 MULTISPECIES_ ATP-binding protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002469530.1 MULTISPECIES_ TVP38_TMEM64 family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane
WP_002469536.1 MULTISPECIES_ PSM export ABC transporter transcriptional regulator PmtR _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002469559.1 MULTISPECIES_ antiholin-like murein hydrolase modulator LrgA _Staphylococcus_,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane
WP_002469567.1 MULTISPECIES_ isoleucine--tRNA ligase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002469568.1 MULTISPECIES_ heme o synthase _Staphylococcus_,OTHER,Transmembrane protein,PredHel=6,Cytoplasmic Membrane
WP_002469574.1 MULTISPECIES_ protoporphyrinogen oxidase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002469583.1 MULTISPECIES_ hydroxyethylthiazole kinase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002469597.1 MULTISPECIES_ assimilatory sulfite reductase _NADPH_ flavoprotein subunit _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002470121.1 MULTISPECIES_ membrane protein insertase YidC _Staphylococcus_,LIPO,Globular protein,PredHel=6,Cytoplasmic Membrane
WP_002470137.1 MULTISPECIES_ osmoprotectant ABC transporter substrate-binding protein _Staphylococcus_,LIPO,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_002470142.1 MULTISPECIES_ ABC transporter permease _Staphylococcus_,OTHER,Transmembrane protein,PredHel=10,Cytoplasmic Membrane
WP_002470194.1 MULTISPECIES_ RNA degradosome polyphosphate kinase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002470210.1 MULTISPECIES_ nitrate_nitrite transporter _Staphylococcus_,OTHER,Transmembrane protein,PredHel=12,Cytoplasmic Membrane
WP_002470220.1 MULTISPECIES_ ribonuclease III _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002470226.1 MULTISPECIES_ carbamoyl phosphate synthase small subunit _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002470232.1 MULTISPECIES_ YfhO family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=14,Cytoplasmic Membrane
WP_002470243.1 MULTISPECIES_ YlbF family regulator _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002470248.1 MULTISPECIES_ nucleotidyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002470268.1 MULTISPECIES_ cell division protein FtsQ_DivIB _Staphylococcus_,OTHER,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_002470417.1 MULTISPECIES_ DNA polymerase I _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002470562.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002470683.1 MULTISPECIES_ EVE domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002470802.1 MULTISPECIES_ DUF4887 domain-containing protein _Bacillota_,OTHER,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_002473931.1 MULTISPECIES_ cell wall-active antibiotics response protein LiaF _Staphylococcus_,OTHER,Globular protein,PredHel=4,Cytoplasmic Membrane
WP_002474432.1 MULTISPECIES_ GNAT family N-acetyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002474706.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_002476740.1 MULTISPECIES_ 5-bromo-4-chloroindolyl phosphate hydrolysis family protein _Staphylococcus_,OTHER,Globular protein,PredHel=2,Cytoplasmic Membrane
WP_002476769.1 MULTISPECIES_ Holliday junction resolvase RecU _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002484471.1 MULTISPECIES_ FAD_NAD_P_-binding protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002484485.1 MULTISPECIES_ transcription-repair coupling factor _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002484563.1 MULTISPECIES_ hypothiocyanous acid reductase MerA _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002484649.1 MULTISPECIES_ 6-carboxyhexanoate--CoA ligase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002484860.1 MULTISPECIES_ YjiH family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=8,Cytoplasmic Membrane
WP_002484891.1 MULTISPECIES_ diacylglycerol kinase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002484894.1 MULTISPECIES_ 23S rRNA _uracil_1939_-C_5__-methyltransferase RlmD _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002484970.1 MULTISPECIES_ UDP-N-acetylmuramate--L-alanine ligase _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_002485010.1 MULTISPECIES_ YjjG family noncanonical pyrimidine nucleotidase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002485123.1 MULTISPECIES_ ribonuclease HIII _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002485127.1 MULTISPECIES_ phenylalanine--tRNA ligase subunit beta _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002485130.1 MULTISPECIES_ carbohydrate kinase family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002485250.1 MULTISPECIES_ nitric oxide synthase oxygenase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Extracellular
WP_002485259.1 MULTISPECIES_ NAD_P_-binding oxidoreductase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002485262.1 MULTISPECIES_ pyrimidine-nucleoside phosphorylase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002485267.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=2,Cytoplasmic Membrane
WP_002485286.1 MULTISPECIES_ dephospho-CoA kinase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002485328.1 MULTISPECIES_ amidophosphoribosyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002485331.1 MULTISPECIES_ ABC transporter ATP-binding protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_002485333.1 MULTISPECIES_ phosphoribosylamine--glycine ligase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002485342.1 MULTISPECIES_ bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase_IMP cyclohydrolase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002485357.1 MULTISPECIES_ persulfide dioxygenase-sulfurtransferase CstB _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002485370.1 MULTISPECIES_ xylulokinase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002485371.1 MULTISPECIES_ alpha_beta hydrolase fold domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_002485431.1 MULTISPECIES_ TetR-like C-terminal domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002485488.1 MULTISPECIES_ peptide-methionine _S_-S-oxide reductase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002485490.1 MULTISPECIES_ ArgE_DapE family deacylase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002485491.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Globular protein,PredHel=1,Extracellular
WP_002485578.1 MULTISPECIES_ ABC transporter ATP-binding protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_002485606.1 MULTISPECIES_ DUF445 domain-containing protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=2,Cytoplasmic Membrane
WP_002485721.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002485723.1 MULTISPECIES_ heavy metal translocating P-type ATPase _Staphylococcus_,OTHER,Transmembrane protein,PredHel=7,Cytoplasmic Membrane
WP_002485759.1 heavy metal translocating P-type ATPase _Staphylococcus epidermidis_,OTHER,Transmembrane protein,PredHel=7,Cytoplasmic Membrane
WP_002485782.1 MULTISPECIES_ YfcE family phosphodiesterase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002485784.1 MULTISPECIES_ TrmH family RNA methyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002485785.1 YSIRK-type signal peptide-containing protein _Staphylococcus epidermidis_,SP,Cell-wall binding protein,PredHel=0,Cellwall_Surface
WP_002485909.1 MULTISPECIES_ 50S ribosomal protein L24 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002485917.1 MULTISPECIES_ accessory Sec system translocase SecA2 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002486011.1 MULTISPECIES_ DUF3899 domain-containing protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=3,Cytoplasmic Membrane
WP_002486049.1 MULTISPECIES_ ABC transporter permease _Staphylococcus_,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane
WP_002486052.1 MULTISPECIES_ 5-_carboxyamino_imidazole ribonucleotide synthase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002486053.1 MULTISPECIES_ 5-_carboxyamino_imidazole ribonucleotide mutase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002486054.1 MULTISPECIES_ bifunctional methylenetetrahydrofolate dehydrogenase_methenyltetrahydrofolate cyclohydrolase FolD _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_002486058.1 MULTISPECIES_ ABC transporter substrate-binding protein _Staphylococcus_,OTHER,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_002486059.1 MULTISPECIES_ YkyA family protein _Staphylococcus_,LIPO,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_002486064.1 MULTISPECIES_ nitrate reductase subunit alpha _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_002486191.1 MULTISPECIES_ PLP-dependent transferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002486205.1 MULTISPECIES_ class I SAM-dependent methyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002486289.1 MULTISPECIES_ zinc ribbon domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_002486299.1 MULTISPECIES_ FtsW_RodA_SpoVE family cell cycle protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=10,Cytoplasmic Membrane
WP_002486313.1 MULTISPECIES_ DNA polymerase III subunit alpha _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002486314.1 MULTISPECIES_ amino acid permease _Staphylococcus_,OTHER,Transmembrane protein,PredHel=12,Cytoplasmic Membrane
"WP_002487683.1 MULTISPECIES_ 1,4-dihydroxy-2-naphthoyl-CoA hydrolase MenI _Staphylococcus_",OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002487711.1 MULTISPECIES_ aconitate hydratase AcnA _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002487864.1 SdrD B-like domain-containing protein _Staphylococcus epidermidis_,SP,Cell-wall binding protein,PredHel=1,Cellwall_Surface
WP_002489229.1 MULTISPECIES_ DUF4064 domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=3,Cytoplasmic Membrane
WP_002489230.1 MULTISPECIES_ energy-coupling factor transporter transmembrane component T family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane
WP_002489284.1 MULTISPECIES_ urease accessory protein UreF _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002489285.1 MULTISPECIES_ urease accessory protein UreD _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002489413.1 MULTISPECIES_ cell division protein FtsA _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002489582.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic Membrane
WP_002489584.1 MULTISPECIES_ tyrosine-type recombinase_integrase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002489635.1 MULTISPECIES_ phosphoenolpyruvate carboxykinase _ATP_ _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002489642.1 MULTISPECIES_ methionine ABC transporter permease _Staphylococcus_,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane
WP_002489661.1 MULTISPECIES_ MarR family winged helix-turn-helix transcriptional regulator _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002489667.1 MULTISPECIES_ DNA topoisomerase III _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002489692.1 MULTISPECIES_ sulfite exporter TauE_SafE family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=8,Cytoplasmic Membrane
WP_002489694.1 MULTISPECIES_ hemolysin family protein _Staphylococcus_,SP,Globular protein,PredHel=4,Cytoplasmic Membrane
WP_002489695.1 MULTISPECIES_ FUSC family protein _Staphylococcus_,OTHER,Globular protein,PredHel=4,Cytoplasmic Membrane
WP_002489699.1 MULTISPECIES_ pyridoxamine 5_-phosphate oxidase family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002489706.1 MULTISPECIES_ APC family permease _Staphylococcus_,OTHER,Transmembrane protein,PredHel=12,Cytoplasmic Membrane
WP_002489707.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,LIPO,Globular protein,PredHel=0,Extracellular
WP_002489710.1 MULTISPECIES_ choline uptake_conversion transcriptional regulator CudC _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002489712.1 NAD_P_H-binding protein _Staphylococcus epidermidis_,OTHER,Transmembrane protein,PredHel=1,Cytoplasmic Membrane
WP_002489714.1 MULTISPECIES_ solute_sodium symporter family transporter _Staphylococcus_,OTHER,Transmembrane protein,PredHel=14,Cytoplasmic Membrane
WP_002489726.1 MULTISPECIES_ thiol reductant ABC exporter subunit CydC _Staphylococcus_,OTHER,Globular protein,PredHel=6,Cytoplasmic Membrane
WP_002489727.1 MULTISPECIES_ SLC13 family permease _Staphylococcus_,OTHER,Transmembrane protein,PredHel=14,Cytoplasmic Membrane
WP_002489729.1 MULTISPECIES_ YhgE_Pip domain-containing protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=6,Cytoplasmic Membrane
WP_002489738.1 MULTISPECIES_ phosphate_phosphite_phosphonate ABC transporter substrate-binding protein _Staphylococcus_,LIPO,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_002489756.1 MULTISPECIES_ CAP-associated domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_002489763.1 MULTISPECIES_ type I DNA topoisomerase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002489765.1 MULTISPECIES_ ACP S-malonyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002489766.1 MULTISPECIES_ bifunctional phosphopantothenoylcysteine decarboxylase_phosphopantothenate--cysteine ligase CoaBC _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002489769.1 MULTISPECIES_ penicillin-binding protein _Staphylococcus_,OTHER,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_002489770.1 MULTISPECIES_ pyruvate carboxylase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002489776.1 MULTISPECIES_ MFS transporter _Staphylococcus_,OTHER,Transmembrane protein,PredHel=10,Cytoplasmic Membrane
WP_002489838.1 MULTISPECIES_ magnesium transporter _Staphylococcus_,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane
WP_002489842.1 MULTISPECIES_ ATP-dependent chaperone ClpB _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002489851.1 MULTISPECIES_ ABC transporter ATP-binding protein _Staphylococcus_,OTHER,Globular protein,PredHel=5,Cytoplasmic Membrane
WP_002489867.1 MULTISPECIES_ NAD_P_-binding domain-containing protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_002489896.1 MULTISPECIES_ heme oxygenase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002489903.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Extracellular
WP_002489904.1 MULTISPECIES_ sodium_proline symporter PutP _Staphylococcus_,OTHER,Transmembrane protein,PredHel=13,Cytoplasmic Membrane
WP_002489907.1 LPXTG cell wall anchor domain-containing protein _Staphylococcus epidermidis_,SP,Cell-wall binding protein,PredHel=0,Cellwall_Surface
WP_002489909.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=1,Cytoplasmic Membrane
WP_002489911.1 MULTISPECIES_ prephenate dehydratase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002489913.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Globular protein,PredHel=1,Cytoplasmic Membrane
"WP_002493287.1 MULTISPECIES_ L-serine ammonia-lyase, iron-sulfur-dependent subunit beta _Staphylococcus_",OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002493319.1 MULTISPECIES_ copper resistance CopC family protein _Staphylococcus_,SP,Globular protein,PredHel=1,Extracellular
WP_002493541.1 MULTISPECIES_ NupC_NupG family nucleoside CNT transporter _Staphylococcus_,OTHER,Transmembrane protein,PredHel=9,Cytoplasmic Membrane
WP_002493556.1 MULTISPECIES_ acetyl-CoA carboxylase biotin carboxylase subunit _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002493579.1 MULTISPECIES_ stressosome-associated protein Prli42 _Staphylococcus_,OTHER,Transmembrane protein,PredHel=1,Cytoplasmic Membrane
WP_002493957.1 MULTISPECIES_ tRNA _guanosine_46_-N7_-methyltransferase TrmB _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002494032.1 MULTISPECIES_ 3-keto-5-aminohexanoate cleavage protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_002494082.1 MULTISPECIES_ delta-hemolysin _Bacillati_,OTHER,Transmembrane protein,PredHel=0,Extracellular
WP_002494171.1 MULTISPECIES_ 23S rRNA _guanosine_2251_-2_-O_-methyltransferase RlmB _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_002494334.1 MULTISPECIES_ DUF423 domain-containing protein _Staphylococcus_,SP,Transmembrane protein,PredHel=4,Cytoplasmic Membrane
WP_002494339.1 MULTISPECIES_ N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase TarA _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic Membrane
WP_002494345.1 MULTISPECIES_ lipoteichoic acid biosynthesis MFS flippase LtaA _Staphylococcus_,OTHER,Transmembrane protein,PredHel=12,Cytoplasmic Membrane
WP_002494359.1 MULTISPECIES_ winged helix-turn-helix transcriptional regulator _Bacilli_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
