ProteinID,feature_annotation,GO_annotation,Description,SigP-Prediction,SigP_score,SigP_CS_Position,DLP-prediction,DLP-score,GPApred-prediction,GPApred-score,TMHMM-topology,TMHMM-TM,Phobius-TM,Phobius-prediction,length,s_seq_id,per_ident,length,qlen,slen,evalue,bitscore
WP_002469069.1,None,Unknown,D-ribose pyranase ,OTHER,1,None,Cytoplasmic,0.974,None,None,o,0,0,i,134,None,None,None,None,None,None,None
WP_002469110.1,None,Unknown,Cof-type HAD-IIB family hydrolase ,OTHER,1,None,Cytoplasmic,0.9971,None,None,o,0,0,i,292,None,None,None,None,None,None,None
WP_002469303.1,None,Unknown,DUF1672 domain-containing protein ,LIPO,1,CS pos: 17-18. Pr: 0.9954,Extracellular,0.5551,None,None,o,0,0,n4-15c20/21o,300,None,None,None,None,None,None,None
WP_002469307.1,None,Unknown,(S)-acetoin forming diacetyl reductase,OTHER,1,None,Cytoplasmic,0.87,None,None,o,0,0,i,259,None,None,None,None,None,None,None
WP_002469322.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic,0.7797,None,None,o,0,0,i,111,None,None,None,None,None,None,None
WP_002469323.1,None,Unknown,MurR_RpiR family transcriptional regulator ,OTHER,1,None,Cytoplasmic,0.9607,None,None,o,0,0,i,290,None,None,None,None,None,None,None
WP_002469351.1,None,Unknown,MDR family MFS transporter ,OTHER,1,None,Cytoplasmic Membrane,0.9999,None,None,i13-35o50-72i79-98o108-130i137-159o169-191i203-220o224-246i266-288o298-320i332-351o361-383i403-425o447-466i,14,14,i12-32o52-72i79-98o110-130i137-161o167-191i203-220o226-246i266-292o298-321i333-353o359-378i399-421o441-466i,479,None,None,None,None,None,None,None
WP_002469356.1,None,Cytoplasmic_membrane,energy-coupling factor transporter ATPase ,OTHER,1,None,Cytoplasmic Membrane,0.7693,None,None,o,0,0,i,269,None,None,None,None,None,None,None
WP_002469371.1,None,Unknown,carbon-nitrogen family hydrolase ,OTHER,1,None,Cytoplasmic,0.9717,None,None,o,0,0,i,261,None,None,None,None,None,None,None
WP_002469373.1,None,Unknown,2-oxoacid_acceptor oxidoreductase subunit alpha ,OTHER,1,None,Cytoplasmic,0.9675,None,None,o,0,0,i,586,None,None,None,None,None,None,None
WP_002469377.1,None,Unknown,ABC transporter permease ,OTHER,1,None,Cytoplasmic Membrane,0.9999,None,None,i20-37o52-74i95-117o130-152i164-186o213-235i,6,6,i20-40o52-74i104-122o128-152i164-183o218-236i,243,None,None,None,None,None,None,None
WP_002469379.1,None,Cytoplasm,orotidine-5_-phosphate decarboxylase ,OTHER,1,None,Cytoplasmic,0.9993,None,None,o,0,0,i,230,None,None,None,None,None,None,None
WP_002469436.1,None,Unknown,phosphatase PAP2 family protein ,SP,0.763013,CS pos: 32-33. Pr: 0.7402,Cytoplasmic Membrane,0.9996,None,None,i12-31o71-93i100-117o144-161i166-188o198-220i,6,6,i12-32o67-93i100-117o143-161i168-190o196-217i,223,None,None,None,None,None,None,None
WP_002469500.1,None,Unknown,HAD-IA family hydrolase ,OTHER,1,None,Cytoplasmic,0.9918,None,None,o,0,0,i,211,None,None,None,None,None,None,None
WP_002469511.1,None,Unknown,ATP-binding protein ,OTHER,1,None,Cytoplasmic,0.9962,None,None,o,0,0,i,263,None,None,None,None,None,None,None
WP_002469530.1,None,Unknown,TVP38_TMEM64 family protein ,OTHER,1,None,Cytoplasmic Membrane,0.9998,None,None,o20-42i49-71o102-124i131-150o154-176i,5,5,i21-44o50-71i92-113o129-150i162-178o,191,None,None,None,None,None,None,None
WP_002469536.1,None,Unknown,PSM export ABC transporter transcriptional regulator PmtR ,OTHER,1,None,Cytoplasmic,0.9528,None,None,o,0,0,i,125,None,None,None,None,None,None,None
WP_002469559.1,None,Unknown,antiholin-like murein hydrolase modulator LrgA ,OTHER,1,None,Cytoplasmic Membrane,0.9995,None,None,i20-39o49-71i78-100o104-126i,4,4,i20-39o45-66i78-99o105-130i,149,None,None,None,None,None,None,None
WP_002469567.1,None,Unknown,isoleucine--tRNA ligase ,OTHER,1,None,Cytoplasmic,0.9985,None,None,o,0,0,i,916,None,None,None,None,None,None,None
WP_002469568.1,None,Cytoplasmic_membrane,heme o synthase ,OTHER,1,None,Cytoplasmic Membrane,0.9993,None,None,i22-44o54-76i119-141o165-187i227-258o278-300i,6,8,i21-45o57-78i104-122o128-144i151-171o177-198i227-260o280-300i,303,None,None,None,None,None,None,None
WP_002469574.1,None,Unknown,protoporphyrinogen oxidase ,OTHER,1,None,Cytoplasmic,0.6094,None,None,o,0,0,n5-13c18/19o,465,None,None,None,None,None,None,None
WP_002469583.1,None,Unknown,hydroxyethylthiazole kinase ,OTHER,1,None,Cytoplasmic,0.9879,None,None,o,0,1,i181-201o,262,None,None,None,None,None,None,None
WP_002469597.1,None,Unknown,assimilatory sulfite reductase ,OTHER,1,None,Cytoplasmic,0.9904,None,None,o,0,0,i,614,None,None,None,None,None,None,None
WP_002470121.1,None,Unknown,membrane protein insertase YidC ,LIPO,1,CS pos: 19-20. Pr: 0.9875,Cytoplasmic Membrane,0.9985,None,None,i5-24o57-79i135-154o178-195i207-224o229-251i,6,5,n5-16c20/21o56-76i134-154o178-194i206-225o231-251i,290,None,None,None,None,None,None,None
WP_002470142.1,None,Unknown,ABC transporter permease ,OTHER,1,None,Cytoplasmic Membrane,0.9998,None,None,i21-43o58-80i101-123o158-180i201-220o230-252i285-307o543-565i599-621o636-658i,10,10,i20-39o59-80i101-127o158-180i200-220o232-256i286-307o544-565i599-622o634-657i,670,None,None,None,None,None,None,None
WP_002470194.1,None,Unknown,RNA degradosome polyphosphate kinase ,OTHER,1,None,Cytoplasmic,0.5171,None,None,o,0,0,i,721,None,None,None,None,None,None,None
WP_002470210.1,None,Unknown,nitrate_nitrite transporter ,OTHER,1,None,Cytoplasmic Membrane,0.998,None,None,i13-35o45-67i74-93o98-120i132-154o164-181i205-227o242-259i266-288o292-314i327-349o359-378i,12,11,n10-21c25/26o41-63i75-93o99-124i136-159o165-184i205-229o241-259i266-286o292-317i329-353o359-378i,387,None,None,None,None,None,None,None
WP_002470220.1,None,Unknown,ribonuclease III ,OTHER,1,None,Cytoplasmic,0.9982,None,None,o,0,0,i,245,None,None,None,None,None,None,None
WP_002470226.1,None,Cytoplasm,carbamoyl phosphate synthase small subunit ,OTHER,1,None,Cytoplasmic,0.9794,None,None,o,0,0,i,366,None,None,None,None,None,None,None
WP_002470232.1,None,Unknown,YfhO family protein ,OTHER,1,None,Cytoplasmic Membrane,0.9982,None,None,i13-35o55-77i84-103o123-145i166-188o203-225i245-267o294-316i321-343o358-377i384-401o406-423i428-450o842-864i,14,14,i12-36o85-104i124-143o149-167i174-192o198-225i245-264o296-316i323-342o357-377i384-402o408-425i432-449o842-864i,867,None,None,None,None,None,None,None
WP_002470243.1,None,Unknown,YlbF family regulator ,OTHER,1,None,Cytoplasmic,0.9801,None,None,o,0,0,i,144,None,None,None,None,None,None,None
WP_002470248.1,None,Unknown,nucleotidyltransferase ,OTHER,1,None,Cytoplasmic,0.987,None,None,o,0,0,i,377,None,None,None,None,None,None,None
WP_002470417.1,None,Cytoplasm,DNA polymerase I ,OTHER,1,None,Cytoplasmic,0.9888,None,None,o,0,0,i,876,None,None,None,None,None,None,None
WP_002470562.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic,0.6715,None,None,o,0,0,i,189,None,None,None,None,None,None,None
WP_002470683.1,None,Unknown,EVE domain-containing protein ,OTHER,1,None,Cytoplasmic,0.9068,None,None,o,0,0,i,458,None,None,None,None,None,None,None
WP_002473931.1,wall,Unknown,cell wall-active antibiotics response protein LiaF ,OTHER,1,None,Cytoplasmic Membrane,0.9981,None,None,i5-27o31-50i57-74o78-95i,4,4,i7-27o33-51i56-72o78-94i,233,None,None,None,None,None,None,None
WP_002474432.1,None,Unknown,GNAT family N-acetyltransferase ,OTHER,1,None,Cytoplasmic,0.9606,None,None,o,0,0,i,133,None,None,None,None,None,None,None
WP_002474706.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic Membrane,0.9675,None,None,o5-27i,1,1,o6-28i,302,None,None,None,None,None,None,None
WP_002476740.1,None,Unknown,5-bromo-4-chloroindolyl phosphate hydrolysis family protein ,OTHER,1,None,Cytoplasmic Membrane,0.9917,None,None,i7-29o33-50i,2,2,i7-25o31-49i,208,None,None,None,None,None,None,None
WP_002476769.1,None,Unknown,Holliday junction resolvase RecU ,OTHER,1,None,Cytoplasmic,0.6415,None,None,o,0,0,i,208,None,None,None,None,None,None,None
WP_002484485.1,None,Unknown,transcription-repair coupling factor ,OTHER,1,None,Cytoplasmic,0.9436,None,None,o,0,0,i,1166,None,None,None,None,None,None,None
WP_002484563.1,None,Unknown,hypothiocyanous acid reductase MerA ,OTHER,1,None,Cytoplasmic,0.9682,None,None,o,0,0,i,443,None,None,None,None,None,None,None
WP_002484649.1,None,Unknown,6-carboxyhexanoate--CoA ligase ,OTHER,1,None,Cytoplasmic,0.6861,None,None,o,0,0,i,228,None,None,None,None,None,None,None
WP_002484860.1,None,Unknown,YjiH family protein ,OTHER,1,None,Cytoplasmic Membrane,0.9995,None,None,i12-34o59-81i102-121o131-153i244-266o326-348i401-423o433-455i,8,9,i16-35o55-82i103-121o133-156i216-238o244-262i326-347o401-422i434-456o,457,None,None,None,None,None,None,None
WP_002484891.1,None,Unknown,diacylglycerol kinase ,OTHER,1,None,Cytoplasmic,0.949,None,None,o,0,0,i,316,None,None,None,None,None,None,None
WP_002484894.1,None,Unknown,23S rRNA ,OTHER,1,None,Cytoplasmic,0.9978,None,None,o,0,0,i,456,None,None,None,None,None,None,None
WP_002484970.1,None,Unknown,UDP-N-acetylmuramate--L-alanine ligase ,OTHER,1,None,Cytoplasmic,0.9957,None,None,o,0,0,i,437,None,None,None,None,None,None,None
WP_002485010.1,None,Unknown,YjjG family noncanonical pyrimidine nucleotidase ,OTHER,1,None,Cytoplasmic,0.9983,None,None,o,0,0,i,228,None,None,None,None,None,None,None
WP_002485123.1,None,Unknown,ribonuclease HIII ,OTHER,1,None,Cytoplasmic,0.8515,None,None,o,0,0,i,308,None,None,None,None,None,None,None
WP_002485127.1,None,Cytoplasm,phenylalanine--tRNA ligase subunit beta ,OTHER,1,None,Cytoplasmic,0.9987,None,None,o,0,0,i,800,None,None,None,None,None,None,None
WP_002485130.1,None,Unknown,carbohydrate kinase family protein ,OTHER,1,None,Cytoplasmic,0.989,None,None,o,0,0,i,319,None,None,None,None,None,None,None
WP_002485250.1,None,Unknown,nitric oxide synthase oxygenase ,OTHER,1,None,Extracellular,0.6852,None,None,o,0,0,i,355,None,None,None,None,None,None,None
WP_002485259.1,None,Unknown,NAD_P_-binding oxidoreductase ,OTHER,1,None,Cytoplasmic,0.8538,None,None,o,0,0,i,218,None,None,None,None,None,None,None
WP_002485267.1,None,Unknown,hypothetical protein ,OTHER,0.999607,None,Cytoplasmic Membrane,0.9116,None,None,i64-86o106-128i,2,2,i66-99o105-128i,147,None,None,None,None,None,None,None
WP_002485286.1,None,Unknown,dephospho-CoA kinase ,OTHER,1,None,Cytoplasmic,0.9988,None,None,o,0,0,i,203,None,None,None,None,None,None,None
WP_002485328.1,None,Unknown,amidophosphoribosyltransferase ,OTHER,1,None,Cytoplasmic,0.8472,None,None,o,0,0,i,494,None,None,None,None,None,None,None
WP_002485331.1,None,Unknown,ABC transporter ATP-binding protein ,OTHER,1,None,Cytoplasmic Membrane,0.6393,None,None,o,0,0,i,467,None,None,None,None,None,None,None
WP_002485333.1,None,Unknown,phosphoribosylamine--glycine ligase ,OTHER,1,None,Cytoplasmic,0.9948,None,None,o,0,0,i,413,None,None,None,None,None,None,None
WP_002485342.1,None,Unknown,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase_IMP cyclohydrolase ,OTHER,1,None,Cytoplasmic,0.994,None,None,o,0,0,i,492,None,None,None,None,None,None,None
WP_002485357.1,None,Unknown,persulfide dioxygenase-sulfurtransferase CstB ,OTHER,1,None,Cytoplasmic,0.9244,None,None,o,0,0,i,442,None,None,None,None,None,None,None
WP_002485370.1,None,Unknown,xylulokinase ,OTHER,1,None,Cytoplasmic,0.9185,None,None,o,0,0,i,496,None,None,None,None,None,None,None
WP_002485371.1,None,Unknown,alpha_beta hydrolase fold domain-containing protein ,OTHER,0.820281,None,Cytoplasmic Membrane,0.6098,None,None,o,0,0,n5-15c20/21o,326,None,None,None,None,None,None,None
WP_002485431.1,None,Unknown,TetR-like C-terminal domain-containing protein ,OTHER,1,None,Cytoplasmic,0.8839,None,None,o,0,0,i,84,None,None,None,None,None,None,None
WP_002485488.1,None,Unknown,peptide-methionine ,OTHER,1,None,Cytoplasmic,0.9353,None,None,o,0,0,i,159,None,None,None,None,None,None,None
WP_002485490.1,None,Unknown,ArgE_DapE family deacylase ,OTHER,1,None,Cytoplasmic,0.9552,None,None,o,0,0,i,414,None,None,None,None,None,None,None
WP_002485578.1,None,Unknown,ABC transporter ATP-binding protein ,OTHER,1,None,Cytoplasmic Membrane,0.6517,None,None,o,0,0,i,242,None,None,None,None,None,None,None
WP_002485606.1,None,Unknown,DUF445 domain-containing protein ,OTHER,1,None,Cytoplasmic Membrane,0.9962,None,None,o4-26i353-375o,2,2,o6-30i353-375o,376,None,None,None,None,None,None,None
WP_002485721.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic,0.4322,None,None,o,0,0,i,385,None,None,None,None,None,None,None
WP_002485759.1,None,Unknown,WP_002485759.1 heavy metal translocating P-type ATPase ,OTHER,1,None,Cytoplasmic Membrane,0.9994,None,None,o183-200i207-229o244-266i405-427o442-464i747-769o773-795i,7,8,i183-200o206-224i236-252o258-276i408-428o440-464i750-770o776-795i,802,None,None,None,None,None,None,None
WP_002485782.1,None,Unknown,YfcE family phosphodiesterase ,OTHER,1,None,Cytoplasmic,0.9956,None,None,o,0,0,i,169,None,None,None,None,None,None,None
WP_002485784.1,None,Unknown,TrmH family RNA methyltransferase ,OTHER,1,None,Cytoplasmic,0.9993,None,None,o,0,0,i,246,None,None,None,None,None,None,None
WP_002485917.1,None,Unknown,accessory Sec system translocase SecA2 ,OTHER,1,None,Cytoplasmic,0.6821,None,None,o,0,0,i,796,None,None,None,None,None,None,None
WP_002486011.1,None,Unknown,DUF3899 domain-containing protein ,OTHER,1,None,Cytoplasmic Membrane,0.992,None,None,o5-24i31-53o100-122i,3,3,o6-24i31-52o101-122i,123,None,None,None,None,None,None,None
WP_002486049.1,None,Unknown,ABC transporter permease ,OTHER,1,None,Cytoplasmic Membrane,1,None,None,i7-29o60-82i89-111o135-157i236-258o,5,6,i12-32o60-82i89-113o133-157i198-216o236-257i,267,None,None,None,None,None,None,None
WP_002486052.1,None,Cytoplasm,5-_carboxyamino_imidazole ribonucleotide synthase ,OTHER,1,None,Cytoplasmic,0.9897,None,None,o,0,0,i,375,None,None,None,None,None,None,None
WP_002486053.1,None,Unknown,5-_carboxyamino_imidazole ribonucleotide mutase ,OTHER,1,None,Cytoplasmic,0.9529,None,None,o,0,0,i,160,None,None,None,None,None,None,None
WP_002486054.1,None,Cytoplasm,bifunctional methylenetetrahydrofolate dehydrogenase_methenyltetrahydrofolate cyclohydrolase FolD ,OTHER,1,None,Cytoplasmic,0.9893,None,None,o,0,0,i,286,None,None,None,None,None,None,None
WP_002486058.1,None,Unknown,ABC transporter substrate-binding protein ,OTHER,0.982894,None,Cytoplasmic Membrane,0.8896,None,None,i7-24o,1,1,i7-25o,357,None,None,None,None,None,None,None
WP_002486059.1,None,Unknown,YkyA family protein ,LIPO,1,CS pos: 19-20. Pr: 0.9932,Cytoplasmic Membrane,0.8368,None,None,o,0,0,n6-17c22/23o,208,None,None,None,None,None,None,None
WP_002486064.1,None,Unknown,nitrate reductase subunit alpha ,OTHER,1,None,Cytoplasmic Membrane,0.5097,None,None,o,0,0,i,1227,None,None,None,None,None,None,None
WP_002486191.1,None,Unknown,PLP-dependent transferase ,OTHER,1,None,Cytoplasmic,0.9958,None,None,o,0,0,i,367,None,None,None,None,None,None,None
WP_002486205.1,None,Unknown,class I SAM-dependent methyltransferase ,OTHER,1,None,Cytoplasmic,0.9346,None,None,o,0,0,i,315,None,None,None,None,None,None,None
WP_002486299.1,wall,Unknown,FtsW_RodA_SpoVE family cell cycle protein ,OTHER,1,None,Cytoplasmic Membrane,0.9997,None,None,i21-43o53-72i79-101o111-133i153-172o176-195i200-219o296-318i330-352o362-384i,10,10,i20-42o54-71i80-97o117-134i155-172o178-196i203-220o296-317i329-350o362-385i,403,None,None,None,None,None,None,None
WP_002486313.1,None,Unknown,DNA polymerase III subunit alpha ,OTHER,1,None,Cytoplasmic,0.9879,None,None,o,0,0,i,1065,None,None,None,None,None,None,None
WP_002486314.1,None,Unknown,amino acid permease ,OTHER,1,None,Cytoplasmic Membrane,0.9994,None,None,i13-35o39-61i80-102o122-144i151-173o198-220i233-255o270-292i332-349o359-381i402-421o426-444i,12,12,i16-36o42-60i80-102o122-139i151-173o193-215i236-255o267-295i331-349o355-381i401-419o425-442i,452,None,None,None,None,None,None,None
WP_002487683.1,None,Unknown,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase MenI ",OTHER,1,None,Cytoplasmic,0.9528,None,None,o,0,0,i,155,None,None,None,None,None,None,None
WP_002489229.1,None,Unknown,DUF4064 domain-containing protein ,OTHER,1,None,Cytoplasmic Membrane,0.7812,None,None,i9-31o58-80i93-115o,3,3,i12-31o58-79i91-117o,178,None,None,None,None,None,None,None
WP_002489230.1,None,Unknown,energy-coupling factor transporter transmembrane component T family protein ,OTHER,1,None,Cytoplasmic Membrane,0.9999,None,None,i21-51o61-83i114-136o146-165i234-256o,5,5,i21-54o60-83i114-134o146-167i234-254o,268,None,None,None,None,None,None,None
WP_002489284.1,None,Unknown,urease accessory protein UreF ,OTHER,1,None,Cytoplasmic,0.9683,None,None,o,0,0,i,229,None,None,None,None,None,None,None
WP_002489285.1,None,Unknown,urease accessory protein UreD ,OTHER,1,None,Cytoplasmic,0.9937,None,None,o,0,0,i,278,None,None,None,None,None,None,None
WP_002489413.1,None,Cytoplasmic_membrane,cell division protein FtsA ,OTHER,1,None,Cytoplasmic,0.5788,None,None,o,0,0,i,464,None,None,None,None,None,None,None
WP_002489582.1,None,Unknown,hypothetical protein ,OTHER,0.999862,None,Cytoplasmic Membrane,0.8756,None,None,o,0,2,i415-432o438-453i,456,None,None,None,None,None,None,None
WP_002489584.1,None,Unknown,tyrosine-type recombinase_integrase ,OTHER,1,None,Cytoplasmic,0.9006,None,None,o,0,0,i,370,None,None,None,None,None,None,None
WP_002489635.1,None,Cytoplasm,phosphoenolpyruvate carboxykinase ,OTHER,1,None,Cytoplasmic,0.6329,None,None,o,0,0,i,530,None,None,None,None,None,None,None
WP_002489642.1,None,Unknown,methionine ABC transporter permease ,OTHER,1,None,Cytoplasmic Membrane,1,None,None,o20-42i62-81o85-107i147-169o189-211i,5,5,o20-42i63-81o87-107i144-169o189-213i,219,None,None,None,None,None,None,None
WP_002489661.1,None,Unknown,MarR family winged helix-turn-helix transcriptional regulator ,OTHER,1,None,Cytoplasmic,0.9759,None,None,o,0,0,i,146,None,None,None,None,None,None,None
WP_002489667.1,None,Unknown,DNA topoisomerase III ,OTHER,1,None,Cytoplasmic,0.9192,None,None,o,0,0,i,711,None,None,None,None,None,None,None
WP_002489692.1,None,Unknown,sulfite exporter TauE_SafE family protein ,OTHER,1,None,Cytoplasmic Membrane,0.9998,None,None,i5-37o47-69i82-104o108-125i159-181o196-218i223-245o255-274i,8,8,i7-31o51-72i84-102o108-125i159-191o197-216i223-241o253-271i,275,None,None,None,None,None,None,None
WP_002489694.1,None,Unknown,hemolysin family protein ,SP,0.883659,CS pos: 24-25. Pr: 0.4386,Cytoplasmic Membrane,0.9996,None,None,i2-24o54-73i80-102o117-136i,4,3,n4-15c23/24o54-73i80-98o118-136i,341,None,None,None,None,None,None,None
WP_002489695.1,None,Unknown,FUSC family protein ,OTHER,1,None,Cytoplasmic Membrane,0.9997,None,None,i7-24o57-79i86-108o123-145i,4,5,i7-24o30-50i57-79o85-111i123-145o,364,None,None,None,None,None,None,None
WP_002489699.1,None,Unknown,pyridoxamine 5_-phosphate oxidase family protein ,OTHER,1,None,Cytoplasmic,0.973,None,None,i,0,0,i,140,None,None,None,None,None,None,None
WP_002489706.1,None,Unknown,APC family permease ,OTHER,0.680456,None,Cytoplasmic Membrane,0.9996,None,None,i33-55o59-81i93-115o151-173i186-208o228-246i267-289o309-331i365-384o388-405i422-444o449-467i,12,12,i33-55o61-83i104-131o151-173i185-206o226-246i267-291o311-335i365-382o388-405i425-443o449-467i,483,None,None,None,None,None,None,None
WP_002489710.1,None,Unknown,choline uptake_conversion transcriptional regulator CudC ,OTHER,1,None,Cytoplasmic,0.8594,None,None,o,0,0,i,193,None,None,None,None,None,None,None
WP_002489712.1,None,Unknown,WP_002489712.1 NAD_P_H-binding protein ,OTHER,1,None,Cytoplasmic Membrane,0.8863,None,None,o477-499i,1,1,o478-499i,514,None,None,None,None,None,None,None
WP_002489714.1,None,Unknown,solute_sodium symporter family transporter ,OTHER,1,None,Cytoplasmic Membrane,0.9992,None,None,o4-22i35-57o72-94i120-142o162-184i191-213o242-261i282-304o330-352i379-401o407-429i436-458o462-479i506-528o,14,14,o6-22i34-56o76-98i119-141o161-180i192-212o242-262i283-310o330-358i379-401o407-429i436-455o461-479i506-528o,530,None,None,None,None,None,None,None
