qseqid	sseqid	pident	length	evalue	bitscore
WP_021298779.1	sp|O33635|ATL_STAEP	53.333	15	8	19.6
WP_001831156.1	sp|A6QF98|EMP_STAAE	50	12	8	18.1
WP_002456538.1	sp|Q53653|CLFA_STAAE	50	16	8	18.9
WP_031796873.1	sp|O33635|ATL_STAEP	47.059	17	8	19.2
WP_001551932.1	sp|Q2FE03|FNBA_STAA3	46.154	13	8	19.6
WP_001831061.1	sp|Q7A656|ISDB_STAAN	46.154	26	8	20.4
WP_002456056.1	sp|O86487|SDRC_STAAE	45	20	8	18.5
WP_002485491.1	sp|Q2FJ77|SDRE_STAA3	44.444	18	8	18.1
WP_001831189.1	sp|Q2FJ77|SDRE_STAA3	43.75	16	8	19.6
WP_001832736.1	sp|P80544|PLS_STAAU	42.857	21	8	18.9
WP_002467790.1	tr|Q6T1I1|Q6T1I1_STAAU	42.857	21	8	17.3
WP_001830852.1	sp|P80544|PLS_STAAU	42.308	26	8	20
WP_057504659.1	sp|Q2FJ78|SDRD_STAA3	41.379	29	8	17.7
WP_001829379.1	sp|O33635|ATL_STAEP	41.176	17	8	17.7
WP_001831592.1	sp|Q8NW39|ISDH_STAAW	41.176	17	8	17.7
WP_057504627.1	tr|A0A390J584|A0A390J584_STAAU	40.909	22	8	20.4
WP_001829985.1	sp|Q7A656|ISDB_STAAN	40	25	8	19.6
WP_001830810.1	sp|A6QF98|EMP_STAAE	40	15	8	19.6
WP_001831113.1	sp|Q2FJ78|SDRD_STAA3	39.13	23	8	19.2
WP_083553766.1	sp|Q5HCR7|CLFB_STAAC	38.095	21	8	17.3
WP_002447782.1	sp|Q53653|CLFA_STAAE	37.931	29	8	17.7
WP_002456006.1	sp|Q8NW39|ISDH_STAAW	37.5	32	8	18.5
WP_001829369.1	sp|Q2FJ78|SDRD_STAA3	37.209	43	8	18.9
WP_001829516.1	sp|Q2FE03|FNBA_STAA3	36.842	19	8	18.9
WP_001832563.1	sp|Q2FJ78|SDRD_STAA3	36.667	30	8	19.2
WP_001830605.1	sp|Q2FJ77|SDRE_STAA3	35.484	31	8	18.9
WP_002439565.1	sp|Q2FUW1|SRAP_STAA8	35.484	31	8	20
WP_002455927.1	sp|Q2FJ77|SDRE_STAA3	35.484	31	8	19.6
WP_002489867.1	sp|P0C047|ESXB_STAAE	35.484	31	8	18.9
WP_001830624.1	sp|Q53654|CNA_STAAU	35.135	37	8	20.8
WP_001043863.1	sp|Q2FUW1|SRAP_STAA8	34.375	32	8	16.9
WP_001829509.1	sp|Q2FJ78|SDRD_STAA3	33.333	21	8	17.3
WP_001831203.1	sp|Q2FJ78|SDRD_STAA3	33.333	24	8	19.2
WP_002486191.1	sp|Q8NW39|ISDH_STAAW	32.432	37	8	19.2
WP_002456500.1	sp|Q8NW39|ISDH_STAAW	32.143	28	8	20
WP_001829562.1	sp|Q2G2B2|SASG_STAA8	31.25	32	8	20.8
WP_001831134.1	sp|A6QF98|EMP_STAAE	31.25	32	8	18.5
WP_001831141.1	sp|O33635|ATL_STAEP	30.769	26	8	18.9
WP_001832216.1	sp|Q2FE03|FNBA_STAA3	30.769	26	8	18.1
WP_002494483.1	sp|A6QF98|EMP_STAAE	30.769	39	8	18.1
WP_001832358.1	tr|A0A390J584|A0A390J584_STAAU	30.435	23	8	18.9
WP_002439655.1	sp|Q2FE03|FNBA_STAA3	30.303	33	8	20.4
WP_001832291.1	sp|Q2FJ78|SDRD_STAA3	30	30	8	18.5
WP_002456926.1	tr|A0A390J584|A0A390J584_STAAU	29.167	24	8	19.2
WP_002485370.1	sp|Q7A656|ISDB_STAAN	29.032	31	8	19.6
WP_001831346.1	sp|Q5HCR7|CLFB_STAAC	28.571	28	8	16.2
WP_001831806.1	sp|Q8NW39|ISDH_STAAW	28.571	21	8	16.5
WP_002437634.1	sp|Q2FUW1|SRAP_STAA8	28.571	14	8	15.4
WP_002440553.1	sp|Q2FJ78|SDRD_STAA3	28.571	56	8	19.6
WP_002486299.1	tr|A0A390J584|A0A390J584_STAAU	27.778	36	8	19.2
WP_001830330.1	sp|Q7A656|ISDB_STAAN	27.419	62	8	18.5
WP_002456552.1	sp|Q53654|CNA_STAAU	27.273	44	8	17.3
WP_001831286.1	sp|Q53654|CNA_STAAU	27.143	70	8	18.9
WP_001832742.1	sp|Q7A656|ISDB_STAAN	27.027	37	8	19.6
WP_002456552.1	sp|Q7A656|ISDB_STAAN	26.829	41	8	17.3
WP_001830417.1	sp|P80544|PLS_STAAU	26.19	84	8	18.9
WP_001830531.1	sp|Q2FHV1|ISDA_STAA3	26.087	46	8	17.7
WP_002437694.1	sp|O33635|ATL_STAEP	25.532	94	8	19.6
WP_002439534.1	sp|Q53653|CLFA_STAAE	25	80	8	20.4
WP_002440194.1	sp|Q2FE03|FNBA_STAA3	25	28	8	19.2
WP_002498971.1	sp|Q2FE03|FNBA_STAA3	25	40	8	19.6
WP_002456955.1	sp|Q2FHV1|ISDA_STAA3	23.913	46	8	20.8
WP_001829572.1	sp|Q2FJ78|SDRD_STAA3	22.047	127	8	20.8
WP_002437728.1	sp|Q2G2B2|SASG_STAA8	20.183	109	8	20.8
WP_001830080.1	sp|A6QF98|EMP_STAAE	16.279	43	8	19.2
WP_001829517.1	sp|Q8NW39|ISDH_STAAW	75	8	8.1	16.5
WP_001832099.1	sp|Q53653|CLFA_STAAE	71.429	7	8.1	17.7
WP_001830462.1	sp|Q53654|CNA_STAAU	70	10	8.1	20
WP_002469511.1	sp|Q2G2B2|SASG_STAA8	70	10	8.1	18.9
WP_002469511.1	sp|Q2G2B2|SASG_STAA8	70	10	8.1	18.9
WP_002469511.1	sp|Q2G2B2|SASG_STAA8	70	10	8.1	18.9
WP_002469511.1	sp|Q2G2B2|SASG_STAA8	70	10	8.1	18.9
WP_002469511.1	sp|Q2G2B2|SASG_STAA8	70	10	8.1	18.9
WP_002469511.1	sp|Q2G2B2|SASG_STAA8	70	10	8.1	18.9
WP_001829669.1	sp|Q2G2B2|SASG_STAA8	66.667	9	8.1	16.5
WP_001832269.1	sp|Q2G2B2|SASG_STAA8	66.667	12	8.1	19.6
WP_002458726.1	sp|P80544|PLS_STAAU	66.667	12	8.1	18.5
WP_001829828.1	sp|P80544|PLS_STAAU	63.636	11	8.1	17.7
WP_002437219.1	tr|Q6T1I1|Q6T1I1_STAAU	60	10	8.1	18.9
WP_002456058.1	tr|A0A1L7H885|A0A1L7H885_STAAU	58.333	12	8.1	17.7
WP_001831713.1	sp|Q2FHV1|ISDA_STAA3	54.545	11	8.1	20
WP_001831899.1	sp|Q53654|CNA_STAAU	54.545	11	8.1	17.3
WP_001831899.1	sp|Q53654|CNA_STAAU	54.545	11	8.1	17.3
WP_001831899.1	sp|Q53654|CNA_STAAU	54.545	11	8.1	17.3
WP_001284652.1	tr|A0A390J584|A0A390J584_STAAU	53.333	15	8.1	17.3
WP_001830380.1	sp|Q2FJ78|SDRD_STAA3	53.333	15	8.1	15.8
WP_002456430.1	sp|Q53654|CNA_STAAU	50	10	8.1	17.7
WP_002456758.1	sp|Q2FJ78|SDRD_STAA3	50	16	8.1	20
WP_001832174.1	sp|P80544|PLS_STAAU	47.368	19	8.1	18.9
WP_001832174.1	sp|P80544|PLS_STAAU	47.368	19	8.1	18.9
WP_001832174.1	sp|P80544|PLS_STAAU	47.368	19	8.1	18.9
WP_001832174.1	sp|P80544|PLS_STAAU	47.368	19	8.1	18.9
WP_054828570.1	sp|Q2FHV1|ISDA_STAA3	46.667	15	8.1	17.3
WP_001831211.1	sp|Q8NW39|ISDH_STAAW	45.455	11	8.1	17.7
WP_001832059.1	sp|Q53654|CNA_STAAU	45	20	8.1	19.2
WP_001829285.1	sp|Q2FJ77|SDRE_STAA3	43.75	16	8.1	19.2
WP_001829582.1	sp|Q2FUW1|SRAP_STAA8	43.75	16	8.1	20.4
WP_001830525.1	sp|O86487|SDRC_STAAE	41.379	29	8.1	18.1
WP_001829419.1	sp|O33635|ATL_STAEP	41.176	17	8.1	19.6
WP_001829451.1	sp|Q2FJ78|SDRD_STAA3	41.176	17	8.1	16.5
WP_001829667.1	sp|O86487|SDRC_STAAE	40	15	8.1	19.2
WP_001830356.1	sp|Q2G2B2|SASG_STAA8	40	20	8.1	18.9
WP_002437277.1	sp|Q53654|CNA_STAAU	40	30	8.1	19.2
WP_002456033.1	sp|Q7A656|ISDB_STAAN	40	20	8.1	19.2
WP_002437672.1	sp|Q2G2B2|SASG_STAA8	38.71	31	8.1	20
WP_002438689.1	sp|P80544|PLS_STAAU	38.636	44	8.1	21.2
WP_002456133.1	sp|Q53653|CLFA_STAAE	37.931	29	8.1	20.4
WP_001830007.1	sp|O86487|SDRC_STAAE	37.5	16	8.1	20
WP_002468221.1	sp|O33635|ATL_STAEP	36.842	19	8.1	18.9
WP_001830824.1	sp|Q2FE03|FNBA_STAA3	36	25	8.1	18.5
WP_002456566.1	sp|Q53654|CNA_STAAU	36	25	8.1	21.6
WP_002438772.1	sp|Q7A656|ISDB_STAAN	35.714	28	8.1	20
WP_001830650.1	sp|Q2FJ78|SDRD_STAA3	35.484	31	8.1	19.2
WP_001831093.1	sp|Q8NW39|ISDH_STAAW	35.294	17	8.1	19.2
WP_002456615.1	sp|Q2FE03|FNBA_STAA3	35	20	8.1	19.2
WP_001830017.1	sp|P80544|PLS_STAAU	34.615	26	8.1	18.5
WP_001830017.1	sp|P80544|PLS_STAAU	34.615	26	8.1	18.5
WP_001830017.1	sp|P80544|PLS_STAAU	34.615	26	8.1	18.5
WP_001830017.1	sp|P80544|PLS_STAAU	34.615	26	8.1	18.5
WP_002438434.1	sp|Q8NW39|ISDH_STAAW	34.615	26	8.1	18.9
WP_001830185.1	sp|Q2FE03|FNBA_STAA3	34.483	29	8.1	17.7
WP_001831307.1	sp|Q2FJ77|SDRE_STAA3	34.483	29	8.1	18.9
WP_001831685.1	sp|Q53654|CNA_STAAU	34.286	35	8.1	19.2
WP_001831685.1	sp|Q53654|CNA_STAAU	34.286	35	8.1	19.2
WP_002437936.1	sp|Q7A656|ISDB_STAAN	33.333	24	8.1	19.6
WP_002456429.1	sp|Q5HCR7|CLFB_STAAC	33.333	21	8.1	19.6
WP_002484563.1	tr|A0A390J584|A0A390J584_STAAU	33.333	27	8.1	19.2
WP_002485784.1	sp|Q2FJ78|SDRD_STAA3	33.333	42	8.1	18.9
WP_002456822.1	sp|Q2G2B2|SASG_STAA8	32.353	34	8.1	20
WP_002438140.1	sp|Q2G2B2|SASG_STAA8	31.429	35	8.1	18.1
WP_001832142.1	sp|O33635|ATL_STAEP	31.111	45	8.1	17.7
WP_002437327.1	sp|Q2FJ77|SDRE_STAA3	30.769	39	8.1	20
WP_002457221.1	sp|Q2FJ78|SDRD_STAA3	29.787	47	8.1	17.7
WP_002470268.1	sp|Q2FJ78|SDRD_STAA3	29.545	44	8.1	19.6
WP_002440194.1	sp|Q2FE03|FNBA_STAA3	29.091	55	8.1	19.2
WP_001829713.1	sp|O33635|ATL_STAEP	28.571	28	8.1	16.2
WP_001831464.1	sp|Q53653|CLFA_STAAE	28.302	53	8.1	19.2
WP_002439402.1	sp|Q7A656|ISDB_STAAN	28.302	53	8.1	20
WP_001829677.1	sp|P80544|PLS_STAAU	28.261	46	8.1	20.4
WP_001829677.1	sp|P80544|PLS_STAAU	28.261	46	8.1	20.4
WP_001829677.1	sp|P80544|PLS_STAAU	28.261	46	8.1	20.4
WP_001831094.1	sp|P80544|PLS_STAAU	28.261	46	8.1	19.2
WP_001830807.1	sp|Q2FE03|FNBA_STAA3	28.125	32	8.1	18.9
WP_001830605.1	sp|Q2FE03|FNBA_STAA3	28	75	8.1	18.9
WP_001829380.1	sp|O33635|ATL_STAEP	27.692	65	8.1	19.2
WP_001830943.1	sp|Q2G2B2|SASG_STAA8	27.692	65	8.1	18.5
WP_002438013.1	sp|O33635|ATL_STAEP	27.66	47	8.1	18.5
WP_083553771.1	sp|Q2G2B2|SASG_STAA8	27.66	47	8.1	20
WP_083553771.1	sp|Q2G2B2|SASG_STAA8	27.66	47	8.1	20
WP_001832086.1	sp|Q2FJ78|SDRD_STAA3	27.5	40	8.1	18.9
WP_001830820.1	sp|P80544|PLS_STAAU	27.273	55	8.1	16.9
WP_001830890.1	sp|Q2FJ78|SDRD_STAA3	26.415	53	8.1	19.6
WP_001830750.1	sp|O33635|ATL_STAEP	26	50	8.1	19.2
WP_306532126.1	sp|O33635|ATL_STAEP	25.641	39	8.1	18.1
WP_002456999.1	sp|Q53654|CNA_STAAU	25.581	43	8.1	19.6
WP_001829449.1	sp|O33635|ATL_STAEP	25	28	8.1	15.8
WP_001829791.1	sp|Q2G2B2|SASG_STAA8	25	80	8.1	18.5
WP_001830032.1	sp|Q2FHV1|ISDA_STAA3	24.638	69	8.1	18.1
WP_002456484.1	tr|A0A1L7H885|A0A1L7H885_STAAU	24.39	41	8.1	18.1
WP_001830167.1	sp|P80544|PLS_STAAU	24.324	37	8.1	18.1
WP_001830890.1	sp|Q2FJ78|SDRD_STAA3	24.138	58	8.1	19.6
WP_001832229.1	sp|P80544|PLS_STAAU	23.81	63	8.1	18.1
WP_001832229.1	sp|P80544|PLS_STAAU	23.81	63	8.1	18.1
WP_001832229.1	sp|P80544|PLS_STAAU	23.81	63	8.1	18.1
WP_001831811.1	sp|Q2G2B2|SASG_STAA8	23.377	77	8.1	17.7
WP_002467790.1	sp|Q2G2B2|SASG_STAA8	22.222	45	8.1	17.7
WP_001832203.1	sp|Q8NW39|ISDH_STAAW	20.183	109	8.1	18.9
WP_001832731.1	sp|O86487|SDRC_STAAE	18.919	37	8.1	19.6
WP_001830179.1	sp|O86487|SDRC_STAAE	66.667	9	8.2	18.5
WP_001830577.1	sp|Q2FE03|FNBA_STAA3	66.667	9	8.2	18.9
WP_002485123.1	sp|Q8NW39|ISDH_STAAW	63.636	11	8.2	18.9
WP_002485784.1	sp|Q2G2B2|SASG_STAA8	60	15	8.2	18.9
WP_001830931.1	sp|O86487|SDRC_STAAE	53.846	13	8.2	18.5
WP_002440043.1	sp|Q2FUW1|SRAP_STAA8	53.846	13	8.2	18.1
WP_001830871.1	sp|O33635|ATL_STAEP	53.333	15	8.2	19.6
WP_001832133.1	sp|Q7A656|ISDB_STAAN	53.333	15	8.2	17.7
WP_002456715.1	sp|Q53654|CNA_STAAU	53.333	15	8.2	18.5
WP_001833013.1	sp|Q2FJ77|SDRE_STAA3	52.632	19	8.2	18.9
WP_001831915.1	sp|Q5HCR7|CLFB_STAAC	50	20	8.2	19.6
WP_001829340.1	sp|Q2FE03|FNBA_STAA3	47.826	23	8.2	19.6
WP_001830373.1	sp|Q2FUW1|SRAP_STAA8	47.368	19	8.2	18.9
WP_001831981.1	sp|O33635|ATL_STAEP	47.059	17	8.2	18.1
WP_001830673.1	sp|Q2FUW1|SRAP_STAA8	45.455	11	8.2	19.6
WP_002468903.1	sp|Q5HCR7|CLFB_STAAC	45.455	22	8.2	20.4
WP_001830167.1	sp|Q2FUW1|SRAP_STAA8	41.667	24	8.2	18.1
WP_001831121.1	sp|Q2FUW1|SRAP_STAA8	38.889	18	8.2	19.2
WP_002468914.1	sp|O33635|ATL_STAEP	38.889	18	8.2	20.8
WP_001831992.1	sp|A6QF98|EMP_STAAE	36.364	22	8.2	19.2
WP_002456994.1	tr|Q6T1I1|Q6T1I1_STAAU	36.364	22	8.2	18.9
WP_001830933.1	sp|Q2FJ77|SDRE_STAA3	36	25	8.2	19.2
WP_049381035.1	sp|O33635|ATL_STAEP	35.294	17	8.2	15.4
WP_001829362.1	sp|Q2FJ77|SDRE_STAA3	35	20	8.2	18.9
WP_001829362.1	sp|Q2FJ78|SDRD_STAA3	35	20	8.2	18.9
WP_001831813.1	sp|Q2FE03|FNBA_STAA3	35	40	8.2	19.2
WP_001832221.1	sp|Q7A656|ISDB_STAAN	34.615	26	8.2	19.6
WP_002439555.1	sp|Q2FJ78|SDRD_STAA3	34.615	26	8.2	16.2
WP_001829680.1	sp|O86487|SDRC_STAAE	33.333	18	8.2	18.9
WP_001830783.1	sp|Q53654|CNA_STAAU	33.333	24	8.2	18.1
WP_001830028.1	sp|Q2FJ77|SDRE_STAA3	32.432	37	8.2	19.6
WP_001830813.1	sp|O33635|ATL_STAEP	32.432	37	8.2	19.6
WP_002438906.1	sp|Q2G2B2|SASG_STAA8	32.258	31	8.2	19.6
WP_002456052.1	sp|Q2FE03|FNBA_STAA3	32.258	31	8.2	18.9
WP_001831987.1	sp|Q2G2B2|SASG_STAA8	32.143	28	8.2	19.2
WP_001831987.1	sp|Q2G2B2|SASG_STAA8	32.143	28	8.2	19.2
WP_001831987.1	sp|Q2G2B2|SASG_STAA8	32.143	28	8.2	19.2
WP_001831987.1	sp|Q2G2B2|SASG_STAA8	32.143	28	8.2	19.2
WP_001831987.1	sp|Q2G2B2|SASG_STAA8	32.143	28	8.2	19.2
WP_001831987.1	sp|Q2G2B2|SASG_STAA8	32.143	28	8.2	19.2
WP_001832596.1	sp|A6QF98|EMP_STAAE	32	25	8.2	17.7
WP_001830372.1	sp|Q2G2B2|SASG_STAA8	31.579	19	8.2	18.1
WP_002456703.1	sp|Q2G2B2|SASG_STAA8	30.769	26	8.2	19.6
WP_002438142.1	sp|O33635|ATL_STAEP	30.435	46	8.2	18.9
WP_001829742.1	sp|Q2G2B2|SASG_STAA8	29.73	37	8.2	17.3
WP_001829742.1	sp|Q2G2B2|SASG_STAA8	29.73	37	8.2	17.3
WP_001830861.1	sp|Q7A656|ISDB_STAAN	29.688	64	8.2	18.5
WP_002484563.1	tr|A0A390J584|A0A390J584_STAAU	29.63	54	8.2	19.2
WP_001830175.1	sp|Q2FJ78|SDRD_STAA3	29.091	55	8.2	20
WP_002456488.1	sp|O33635|ATL_STAEP	29.032	31	8.2	18.9
WP_001831095.1	sp|Q2FUW1|SRAP_STAA8	28.947	38	8.2	19.6
WP_001831338.1	sp|O33635|ATL_STAEP	28.889	45	8.2	17.7
WP_001830164.1	sp|Q2FE03|FNBA_STAA3	28.571	42	8.2	18.5
WP_001830955.1	sp|Q53654|CNA_STAAU	28.571	42	8.2	18.5
WP_001831301.1	sp|Q2G2B2|SASG_STAA8	28.571	70	8.2	19.6
WP_010959181.1	sp|Q2FJ77|SDRE_STAA3	28.235	85	8.2	19.6
WP_001831714.1	sp|Q2FE03|FNBA_STAA3	27.778	54	8.2	19.2
WP_001832563.1	sp|Q53654|CNA_STAAU	27.778	36	8.2	19.2
WP_002456741.1	tr|A0A1L7H885|A0A1L7H885_STAAU	27.083	48	8.2	19.2
WP_001832099.1	sp|Q7A656|ISDB_STAAN	26.316	38	8.2	17.7
WP_001830889.1	sp|P80544|PLS_STAAU	25	36	8.2	19.2
WP_001832991.1	sp|A0A0H2XI99|ESXA_STAA3	25	44	8.2	18.5
WP_002457108.1	sp|Q53654|CNA_STAAU	24.444	45	8.2	17.3
WP_001830531.1	sp|O33635|ATL_STAEP	23.529	51	8.2	17.7
WP_002438833.1	sp|Q2FJ78|SDRD_STAA3	23.529	68	8.2	19.2
WP_001832099.1	sp|Q7A656|ISDB_STAAN	23.077	39	8.2	17.7
WP_001830633.1	sp|O33635|ATL_STAEP	22.951	61	8.2	19.2
WP_001831146.1	sp|Q2G2B2|SASG_STAA8	22.857	70	8.2	18.9
WP_001830434.1	sp|Q5HCR7|CLFB_STAAC	19.767	86	8.2	19.6
WP_001831644.1	sp|Q2FHV1|ISDA_STAA3	19.753	81	8.2	18.1
WP_002438783.1	sp|Q2FE03|FNBA_STAA3	75	8	8.3	18.1
WP_002437277.1	sp|Q2FJ77|SDRE_STAA3	70	10	8.3	19.2
WP_001832057.1	sp|Q2FE03|FNBA_STAA3	62.5	8	8.3	17.3
WP_162155653.1	sp|O33635|ATL_STAEP	62.5	8	8.3	15.4
WP_001832302.1	sp|O33635|ATL_STAEP	61.538	13	8.3	18.9
WP_001832134.1	sp|Q2G2B2|SASG_STAA8	60	15	8.3	18.5
WP_001830662.1	sp|P80544|PLS_STAAU	57.143	14	8.3	19.6
WP_001830806.1	sp|Q2G2B2|SASG_STAA8	55	20	8.3	17.7
WP_001830806.1	sp|Q2G2B2|SASG_STAA8	55	20	8.3	17.7
WP_001829318.1	sp|Q2FE03|FNBA_STAA3	53.333	15	8.3	20
WP_002437911.1	sp|A6QF98|EMP_STAAE	52.941	17	8.3	20
WP_002489766.1	sp|O86487|SDRC_STAAE	47.368	19	8.3	19.2
WP_001832382.1	sp|A6QF98|EMP_STAAE	45.455	11	8.3	17.7
WP_002437720.1	sp|Q53653|CLFA_STAAE	45.455	22	8.3	19.2
WP_002440071.1	sp|A0A0H2XI99|ESXA_STAA3	45	20	8.3	18.5
WP_002457379.1	sp|Q2FJ78|SDRD_STAA3	44.444	18	8.3	17.3
WP_001830863.1	sp|Q2FJ78|SDRD_STAA3	43.75	16	8.3	20.4
WP_001831244.1	sp|Q2G2B2|SASG_STAA8	43.75	16	8.3	17.3
WP_001832675.1	sp|Q8NW39|ISDH_STAAW	42.105	19	8.3	19.6
WP_002438150.1	sp|P80544|PLS_STAAU	42.105	19	8.3	18.9
WP_002438150.1	sp|P80544|PLS_STAAU	42.105	19	8.3	18.9
WP_002438150.1	sp|P80544|PLS_STAAU	42.105	19	8.3	18.9
WP_002438150.1	sp|P80544|PLS_STAAU	42.105	19	8.3	18.9
WP_002474706.1	tr|A0A1L7H885|A0A1L7H885_STAAU	42.105	19	8.3	18.5
WP_001830755.1	sp|Q2FUW1|SRAP_STAA8	41.667	24	8.3	19.2
WP_001829995.1	sp|O33635|ATL_STAEP	41.176	17	8.3	19.2
WP_001829261.1	tr|A0A1L7H885|A0A1L7H885_STAAU	39.13	23	8.3	18.5
WP_001831993.1	sp|Q7A656|ISDB_STAAN	39.13	23	8.3	19.6
WP_001831156.1	sp|Q7A656|ISDB_STAAN	38.889	18	8.3	18.1
WP_001829589.1	sp|Q2FE03|FNBA_STAA3	37.5	16	8.3	17.7
WP_002455937.1	sp|O33635|ATL_STAEP	37.5	32	8.3	18.1
WP_001832151.1	sp|A6QF98|EMP_STAAE	36.364	22	8.3	18.9
WP_001832365.1	sp|Q8NW39|ISDH_STAAW	36.364	22	8.3	20.4
WP_002440556.1	sp|P80544|PLS_STAAU	36.111	36	8.3	18.9
WP_054828587.1	sp|O86487|SDRC_STAAE	35.714	14	8.3	16.5
WP_002467715.1	sp|Q2FJ77|SDRE_STAA3	35.294	17	8.3	16.2
WP_001829463.1	sp|A6QF98|EMP_STAAE	34.783	23	8.3	17.3
WP_002456552.1	sp|Q8NW39|ISDH_STAAW	34.286	35	8.3	17.3
WP_001829296.1	sp|Q5HCR7|CLFB_STAAC	32.609	46	8.3	18.1
WP_001829956.1	tr|A0A390J584|A0A390J584_STAAU	32	25	8.3	16.2
WP_002439520.1	sp|O33635|ATL_STAEP	32	25	8.3	16.9
WP_001830934.1	sp|O33635|ATL_STAEP	31.818	44	8.3	19.2
WP_001832101.1	sp|Q2FE03|FNBA_STAA3	31.429	35	8.3	18.5
WP_001829885.1	sp|Q2FJ78|SDRD_STAA3	31.111	45	8.3	17.7
WP_001631032.1	sp|P80544|PLS_STAAU	29.63	27	8.3	18.1
WP_001829595.1	sp|Q2FJ77|SDRE_STAA3	29.412	34	8.3	19.6
WP_002438530.1	sp|P80544|PLS_STAAU	29.032	31	8.3	19.6
WP_002455963.1	sp|Q2FHV1|ISDA_STAA3	27.536	69	8.3	18.9
WP_001832179.1	sp|Q2FE03|FNBA_STAA3	27.273	33	8.3	17.7
WP_057504627.1	sp|Q8NW39|ISDH_STAAW	27.011	174	8.3	20.8
WP_002456176.1	sp|Q8NW39|ISDH_STAAW	26.984	63	8.3	18.5
WP_001831277.1	sp|Q5HCR7|CLFB_STAAC	26.471	34	8.3	17.3
WP_002456539.1	sp|Q2FJ77|SDRE_STAA3	26.316	95	8.3	19.2
WP_002438182.1	sp|O86487|SDRC_STAAE	26.19	42	8.3	17.7
WP_002469511.1	sp|Q5HCR7|CLFB_STAAC	25.926	108	8.3	18.9
WP_001831751.1	sp|Q5HCR7|CLFB_STAAC	24.138	29	8.3	16.2
WP_001829365.1	sp|O86487|SDRC_STAAE	23.81	84	8.3	18.1
WP_001832284.1	sp|Q7A656|ISDB_STAAN	23.529	34	8.3	18.1
WP_001829900.1	sp|P80544|PLS_STAAU	23.077	52	8.3	17.7
WP_001831551.1	sp|Q2FJ77|SDRE_STAA3	22.388	67	8.3	19.6
WP_001830510.1	sp|Q8NW39|ISDH_STAAW	22.222	99	8.3	19.6
WP_001829335.1	sp|Q53654|CNA_STAAU	21.429	70	8.3	20
WP_001830840.1	sp|Q5HCR7|CLFB_STAAC	21.239	113	8.3	19.2
WP_001829347.1	sp|O33635|ATL_STAEP	21.053	38	8.3	18.1
WP_001830148.1	sp|Q2FE03|FNBA_STAA3	20.635	63	8.3	16.9
WP_001830173.1	sp|Q2FE03|FNBA_STAA3	20.339	59	8.3	18.5
WP_001831117.1	sp|P80544|PLS_STAAU	100	6	8.4	18.5
WP_001831117.1	sp|P80544|PLS_STAAU	100	6	8.4	18.5
WP_001831117.1	sp|P80544|PLS_STAAU	100	6	8.4	18.5
WP_001831117.1	sp|P80544|PLS_STAAU	100	6	8.4	18.5
WP_001831893.1	sp|O33635|ATL_STAEP	66.667	6	8.4	15.8
WP_001831493.1	sp|Q2FE03|FNBA_STAA3	63.636	11	8.4	18.1
WP_002468185.1	sp|Q53653|CLFA_STAAE	63.636	11	8.4	19.2
WP_002457082.1	sp|Q2FE03|FNBA_STAA3	58.824	17	8.4	19.2
WP_001830354.1	sp|Q2FJ78|SDRD_STAA3	58.333	12	8.4	20
WP_002489642.1	sp|O33635|ATL_STAEP	57.143	14	8.4	18.5
WP_001830892.1	sp|Q2FJ78|SDRD_STAA3	55.556	9	8.4	19.2
WP_001831131.1	sp|O86487|SDRC_STAAE	54.545	11	8.4	19.2
WP_002456722.1	sp|Q2FE03|FNBA_STAA3	53.846	13	8.4	20.4
WP_001829710.1	sp|Q53654|CNA_STAAU	50	16	8.4	16.9
WP_001829710.1	sp|Q53654|CNA_STAAU	50	16	8.4	16.9
WP_001829710.1	sp|Q53654|CNA_STAAU	50	16	8.4	16.9
WP_001830017.1	sp|Q2FE03|FNBA_STAA3	50	14	8.4	18.5
WP_001830175.1	sp|A0A0H2XI99|ESXA_STAA3	50	16	8.4	19.2
WP_001832001.1	sp|Q2FJ77|SDRE_STAA3	50	14	8.4	19.2
WP_002468549.1	sp|P80544|PLS_STAAU	44.828	29	8.4	21.2
WP_002456722.1	sp|Q5HCR7|CLFB_STAAC	44.444	18	8.4	20.4
WP_002456695.1	sp|Q53654|CNA_STAAU	43.75	16	8.4	17.7
WP_001830800.1	sp|O33635|ATL_STAEP	42.857	21	8.4	16.5
WP_001831968.1	sp|Q2G2B2|SASG_STAA8	42.857	14	8.4	17.3
WP_002456003.1	sp|Q2FE03|FNBA_STAA3	42.857	14	8.4	18.9
WP_021298769.1	sp|Q8NW39|ISDH_STAAW	42.857	21	8.4	19.6
WP_001830428.1	sp|Q2FJ78|SDRD_STAA3	42.105	19	8.4	18.9
WP_002489851.1	sp|Q2G2B2|SASG_STAA8	41.667	12	8.4	20
WP_002489851.1	sp|Q2G2B2|SASG_STAA8	41.667	12	8.4	20
WP_002489851.1	sp|Q2G2B2|SASG_STAA8	41.667	12	8.4	20
WP_002489851.1	sp|Q2G2B2|SASG_STAA8	41.667	12	8.4	20
WP_002489851.1	sp|Q2G2B2|SASG_STAA8	41.667	12	8.4	20
WP_002489851.1	sp|Q2G2B2|SASG_STAA8	41.667	12	8.4	20
WP_002489851.1	sp|Q2G2B2|SASG_STAA8	41.667	12	8.4	20
WP_002485123.1	sp|O33635|ATL_STAEP	40.909	22	8.4	18.9
